"external_id","week","mo","tu","we","th","fr","sa","q2","group"
"13",11,2.02,2.049,3.922,3.981,2.093,2.042,3,"labPl"
"13",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labPl"
"13",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labPl"
"14",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"14",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labPl"
"14",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"14",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labPl"
"14",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labPl"
"14",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labPl"
"14",7,2.125,1.891,3.999,3.896,3.978,3.912,3,"labPl"
"14",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"14",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labPl"
"14",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labPl"
"14",12,2.132,2.103,2.013,2.1,3.95,3.991,3,"labPl"
"14",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labPl"
"14",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labPl"
"15",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labPl"
"15",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labPl"
"15",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labPl"
"15",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labPl"
"15",11,2.02,2.049,3.922,3.981,2.093,2.042,1,"labPl"
"15",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labPl"
"15",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labPl"
"15",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labPl"
"15",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"15",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labPl"
"15",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labPl"
"15",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"15",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labPl"
"16",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labPl"
"16",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labPl"
"16",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labPl"
"16",12,2.132,2.103,2.013,2.1,3.95,3.991,3,"labPl"
"16",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labPl"
"16",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labPl"
"16",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labPl"
"16",11,2.02,2.049,3.922,3.981,2.093,2.042,3,"labPl"
"16",4,2.023,1.954,4.221,4.125,4.234,4.169,3,"labPl"
"16",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labPl"
"16",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"16",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labPl"
"16",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labPl"
"17",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labPl"
"17",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labPl"
"17",7,2.125,1.891,3.999,3.896,3.978,3.912,3,"labPl"
"17",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"17",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"17",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labPl"
"17",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labPl"
"17",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labPl"
"17",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labPl"
"17",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labPl"
"17",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"17",10,4.182,4.148,2.01,2.059,1.945,2.066,4,"labPl"
"17",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labPl"
"18",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labPl"
"18",4,2.023,1.954,4.221,4.125,4.234,4.169,5,"labPl"
"18",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labPl"
"18",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labPl"
"18",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labPl"
"18",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labPl"
"18",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labPl"
"18",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"18",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labPl"
"18",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labPl"
"18",3,4.198,4.176,4.127,4.181,2.172,2.113,5,"labPl"
"18",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labPl"
"18",13,3.871,3.921,1.943,2.046,2.2,2.022,3,"labPl"
"19",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"19",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labPl"
"19",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labPl"
"19",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labPl"
"19",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labPl"
"19",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"19",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labPl"
"19",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labPl"
"19",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"19",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labPl"
"19",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labPl"
"19",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labPl"
"19",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labPl"
"21",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labPl"
"21",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"21",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labPl"
"21",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labPl"
"21",7,2.125,1.891,3.999,3.896,3.978,3.912,5,"labPl"
"21",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labPl"
"21",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labPl"
"21",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labPl"
"21",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labPl"
"21",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"21",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labPl"
"21",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labPl"
"21",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"22",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labPl"
"22",7,2.125,1.891,3.999,3.896,3.978,3.912,3,"labPl"
"22",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labPl"
"22",6,3.883,3.966,3.916,3.88,2.172,2.023,2,"labPl"
"22",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labPl"
"22",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"22",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"22",11,2.02,2.049,3.922,3.981,2.093,2.042,1,"labPl"
"22",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labPl"
"22",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labPl"
"22",10,4.182,4.148,2.01,2.059,1.945,2.066,1,"labPl"
"22",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labPl"
"22",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labPl"
"23",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labPl"
"23",13,3.871,3.921,1.943,2.046,2.2,2.022,3,"labPl"
"23",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"23",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"23",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labPl"
"23",1,4.155,4.162,1.963,1.978,4.166,4.164,5,"labPl"
"23",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labPl"
"23",7,2.125,1.891,3.999,3.896,3.978,3.912,3,"labPl"
"23",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labPl"
"23",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labPl"
"23",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labPl"
"23",11,2.02,2.049,3.922,3.981,2.093,2.042,3,"labPl"
"23",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labPl"
"24",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labPl"
"24",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labPl"
"24",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"24",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labPl"
"24",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labPl"
"24",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"24",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labPl"
"24",7,2.125,1.891,3.999,3.896,3.978,3.912,5,"labPl"
"24",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labPl"
"24",12,2.132,2.103,2.013,2.1,3.95,3.991,4,"labPl"
"24",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labPl"
"24",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labPl"
"24",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labPl"
"26",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labPl"
"26",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"26",7,2.125,1.891,3.999,3.896,3.978,3.912,3,"labPl"
"26",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labPl"
"26",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labPl"
"26",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labPl"
"26",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labPl"
"26",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labPl"
"26",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labPl"
"26",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"26",12,2.132,2.103,2.013,2.1,3.95,3.991,3,"labPl"
"26",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labPl"
"26",11,2.02,2.049,3.922,3.981,2.093,2.042,3,"labPl"
"27",2,4.197,4.166,2.207,2.196,4.17,4.165,5,"labPl"
"27",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labPl"
"27",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"27",7,2.125,1.891,3.999,3.896,3.978,3.912,2,"labPl"
"27",4,2.023,1.954,4.221,4.125,4.234,4.169,5,"labPl"
"27",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labPl"
"27",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labPl"
"27",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labPl"
"27",13,3.871,3.921,1.943,2.046,2.2,2.022,1,"labPl"
"27",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labPl"
"27",12,2.132,2.103,2.013,2.1,3.95,3.991,3,"labPl"
"27",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labPl"
"27",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labPl"
"28",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labPl"
"28",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labPl"
"28",11,2.02,2.049,3.922,3.981,2.093,2.042,1,"labPl"
"28",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labPl"
"28",5,3.964,3.956,2.097,2.285,3.879,3.997,2,"labPl"
"28",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"28",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labPl"
"28",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labPl"
"28",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labPl"
"28",7,2.125,1.891,3.999,3.896,3.978,3.912,3,"labPl"
"28",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labPl"
"28",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labPl"
"28",13,3.871,3.921,1.943,2.046,2.2,2.022,1,"labPl"
"29",13,3.871,3.921,1.943,2.046,2.2,2.022,3,"labPl"
"29",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labPl"
"29",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labPl"
"29",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labPl"
"29",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"29",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labPl"
"29",5,3.964,3.956,2.097,2.285,3.879,3.997,5,"labPl"
"29",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labPl"
"29",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labPl"
"29",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labPl"
"29",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labPl"
"29",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labPl"
"29",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"30",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"30",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"30",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"30",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labPl"
"30",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labPl"
"30",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labPl"
"30",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labPl"
"30",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labPl"
"30",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labPl"
"30",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labPl"
"30",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labPl"
"30",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labPl"
"30",12,2.132,2.103,2.013,2.1,3.95,3.991,3,"labPl"
"31",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labPl"
"31",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labPl"
"31",8,2.096,2.047,4.126,4.138,2.026,2.09,1,"labPl"
"31",9,2.129,2.148,2.064,2.019,4.182,4.182,1,"labPl"
"31",10,4.182,4.148,2.01,2.059,1.945,2.066,1,"labPl"
"31",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labPl"
"31",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labPl"
"31",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labPl"
"31",12,2.132,2.103,2.013,2.1,3.95,3.991,1,"labPl"
"31",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labPl"
"31",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"31",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"31",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labPl"
"43",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"43",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"43",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labPl"
"43",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labPl"
"43",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"43",12,2.132,2.103,2.013,2.1,3.95,3.991,3,"labPl"
"43",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labPl"
"43",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labPl"
"43",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labPl"
"43",13,3.871,3.921,1.943,2.046,2.2,2.022,3,"labPl"
"43",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labPl"
"43",7,2.125,1.891,3.999,3.896,3.978,3.912,5,"labPl"
"43",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labPl"
"44",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"44",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labPl"
"44",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labPl"
"44",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"44",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labPl"
"44",7,2.125,1.891,3.999,3.896,3.978,3.912,3,"labPl"
"44",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labPl"
"44",12,2.132,2.103,2.013,2.1,3.95,3.991,4,"labPl"
"44",6,3.883,3.966,3.916,3.88,2.172,2.023,2,"labPl"
"44",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labPl"
"44",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labPl"
"44",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labPl"
"44",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labPl"
"45",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labPl"
"45",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labPl"
"45",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"45",5,3.964,3.956,2.097,2.285,3.879,3.997,2,"labPl"
"45",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labPl"
"45",13,3.871,3.921,1.943,2.046,2.2,2.022,1,"labPl"
"45",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labPl"
"45",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labPl"
"45",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labPl"
"45",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"45",7,2.125,1.891,3.999,3.896,3.978,3.912,3,"labPl"
"45",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labPl"
"45",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"46",12,2.132,2.103,2.013,2.1,3.95,3.991,1,"labPl"
"46",4,2.023,1.954,4.221,4.125,4.234,4.169,3,"labPl"
"46",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"46",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labPl"
"46",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labPl"
"46",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labPl"
"46",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labPl"
"46",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labPl"
"46",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labPl"
"46",13,3.871,3.921,1.943,2.046,2.2,2.022,1,"labPl"
"46",11,2.02,2.049,3.922,3.981,2.093,2.042,1,"labPl"
"46",10,4.182,4.148,2.01,2.059,1.945,2.066,1,"labPl"
"46",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labPl"
"47",7,2.125,1.891,3.999,3.896,3.978,3.912,3,"labPl"
"47",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labPl"
"47",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labPl"
"47",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labPl"
"47",1,4.155,4.162,1.963,1.978,4.166,4.164,5,"labPl"
"47",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labPl"
"47",13,3.871,3.921,1.943,2.046,2.2,2.022,1,"labPl"
"47",4,2.023,1.954,4.221,4.125,4.234,4.169,3,"labPl"
"47",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labPl"
"47",9,2.129,2.148,2.064,2.019,4.182,4.182,1,"labPl"
"47",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labPl"
"47",3,4.198,4.176,4.127,4.181,2.172,2.113,5,"labPl"
"47",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labPl"
"48",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labPl"
"48",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"48",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labPl"
"48",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labPl"
"48",13,3.871,3.921,1.943,2.046,2.2,2.022,3,"labPl"
"48",11,2.02,2.049,3.922,3.981,2.093,2.042,3,"labPl"
"48",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labPl"
"48",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labPl"
"48",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labPl"
"48",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labPl"
"48",7,2.125,1.891,3.999,3.896,3.978,3.912,3,"labPl"
"48",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labPl"
"48",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labPl"
"49",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labPl"
"49",12,2.132,2.103,2.013,2.1,3.95,3.991,3,"labPl"
"49",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labPl"
"49",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labPl"
"49",7,2.125,1.891,3.999,3.896,3.978,3.912,5,"labPl"
"49",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labPl"
"49",11,2.02,2.049,3.922,3.981,2.093,2.042,1,"labPl"
"49",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labPl"
"49",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labPl"
"49",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labPl"
"49",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labPl"
"49",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labPl"
"49",13,3.871,3.921,1.943,2.046,2.2,2.022,1,"labPl"
"51",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labNor"
"51",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labNor"
"51",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labNor"
"51",13,3.871,3.921,1.943,2.046,2.2,2.022,3,"labNor"
"51",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labNor"
"51",12,2.132,2.103,2.013,2.1,3.95,3.991,3,"labNor"
"51",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labNor"
"51",4,2.023,1.954,4.221,4.125,4.234,4.169,5,"labNor"
"51",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labNor"
"51",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labNor"
"51",11,2.02,2.049,3.922,3.981,2.093,2.042,3,"labNor"
"51",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labNor"
"51",7,2.125,1.891,3.999,3.896,3.978,3.912,5,"labNor"
"52",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labNor"
"52",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labNor"
"52",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labNor"
"52",12,2.132,2.103,2.013,2.1,3.95,3.991,4,"labNor"
"52",7,2.125,1.891,3.999,3.896,3.978,3.912,5,"labNor"
"52",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labNor"
"52",10,4.182,4.148,2.01,2.059,1.945,2.066,4,"labNor"
"52",11,2.02,2.049,3.922,3.981,2.093,2.042,4,"labNor"
"52",2,4.197,4.166,2.207,2.196,4.17,4.165,5,"labNor"
"52",13,3.871,3.921,1.943,2.046,2.2,2.022,3,"labNor"
"52",8,2.096,2.047,4.126,4.138,2.026,2.09,4,"labNor"
"52",4,2.023,1.954,4.221,4.125,4.234,4.169,5,"labNor"
"52",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labNor"
"53",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labNor"
"53",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labNor"
"53",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labNor"
"53",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labNor"
"53",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labNor"
"53",12,2.132,2.103,2.013,2.1,3.95,3.991,3,"labNor"
"53",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labNor"
"53",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labNor"
"53",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labNor"
"53",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labNor"
"53",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labNor"
"53",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labNor"
"53",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labNor"
"54",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labNor"
"54",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labNor"
"54",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labNor"
"54",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labNor"
"54",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labNor"
"54",7,2.125,1.891,3.999,3.896,3.978,3.912,3,"labNor"
"54",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labNor"
"54",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labNor"
"54",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labNor"
"54",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labNor"
"54",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labNor"
"54",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labNor"
"54",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labNor"
"55",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labNor"
"55",10,4.182,4.148,2.01,2.059,1.945,2.066,4,"labNor"
"55",4,2.023,1.954,4.221,4.125,4.234,4.169,5,"labNor"
"55",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labNor"
"55",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labNor"
"55",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labNor"
"55",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labNor"
"55",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labNor"
"55",8,2.096,2.047,4.126,4.138,2.026,2.09,4,"labNor"
"55",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labNor"
"55",7,2.125,1.891,3.999,3.896,3.978,3.912,5,"labNor"
"55",1,4.155,4.162,1.963,1.978,4.166,4.164,5,"labNor"
"55",11,2.02,2.049,3.922,3.981,2.093,2.042,3,"labNor"
"57",7,2.125,1.891,3.999,3.896,3.978,3.912,2,"labNor"
"57",11,2.02,2.049,3.922,3.981,2.093,2.042,1,"labNor"
"57",6,3.883,3.966,3.916,3.88,2.172,2.023,2,"labNor"
"57",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labNor"
"57",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labNor"
"57",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labNor"
"57",13,3.871,3.921,1.943,2.046,2.2,2.022,1,"labNor"
"57",4,2.023,1.954,4.221,4.125,4.234,4.169,3,"labNor"
"57",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labNor"
"57",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labNor"
