"external_id","week","mo","tu","we","th","fr","sa","n","n_lowq","q2","n_full","n_obs","q4","week_q"
"3adab",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,3,20,34,NA,"2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"40c71",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,3,20,34,NA,"2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"4d5eb",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,2,20,34,NA,"2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"54ed7",17,2.471,NA,NA,2.458,4.349,4.331,5,2,5,20,34,NA,"2.471000,NA,NA,2.458000,4.349000,4.331000"
"5542e",17,2.471,2.13,2.437,2.458,4.349,NA,6,4,2,20,34,NA,"2.471000,2.130000,2.437000,2.458000,4.349000,NA"
"559e2",17,2.471,2.13,2.437,2.458,4.349,NA,6,4,3,20,34,NA,"2.471000,2.130000,2.437000,2.458000,4.349000,NA"
"57ea9",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,4,20,34,"Piątek i sobota wspaniała reszta dobra","2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"5870e",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,4,20,34,NA,"2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"5aa56",17,NA,2.13,2.437,NA,4.349,4.331,5,2,4,20,34,NA,"NA,2.130000,2.437000,NA,4.349000,4.331000"
"5c3d1",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,4,20,34,NA,"2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"7d03b",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,4,20,34,"4 filmy dobra jakość i 2 filmy zła jakość","2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"88df4",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,3,20,34,"Tylko dwa ostatnie filmy były wysokiej jakości pozostałe słabej i obraz był niewyraźny","2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"898c1",17,2.471,2.13,NA,2.458,4.349,4.331,6,3,4,20,34,NA,"2.471000,2.130000,NA,2.458000,4.349000,4.331000"
"8a560",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,3,20,34,NA,"2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"8caa8",17,NA,2.13,2.437,2.458,4.349,4.331,6,3,2,20,34,NA,"NA,2.130000,2.437000,2.458000,4.349000,4.331000"
"9d7d1",17,2.471,2.13,NA,2.458,4.349,4.331,6,3,4,20,34,NA,"2.471000,2.130000,NA,2.458000,4.349000,4.331000"
"a711f",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,3,20,34,NA,"2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"b7150",17,2.471,2.13,NA,2.458,4.349,4.331,6,3,5,20,34,NA,"2.471000,2.130000,NA,2.458000,4.349000,4.331000"
"bb4ea",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,3,20,34,NA,"2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"bb8d0",17,2.471,2.13,2.437,NA,4.349,4.331,6,3,4,20,34,NA,"2.471000,2.130000,2.437000,NA,4.349000,4.331000"
"bd209",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,3,20,34,NA,"2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"c05b7",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,2,20,34,NA,"2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"c42b6",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,3,20,34,"Kolejny tydzień, gdzie była różna jakość filmów w różne dni. Ocena tygodniowa umiarkowana.","2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"c565b",17,2.471,2.13,NA,2.458,4.349,4.331,6,3,3,20,34,NA,"2.471000,2.130000,NA,2.458000,4.349000,4.331000"
"d45b5",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,3,20,34,"Cześć filmików w świetnej jakości, część w fatalnej","2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"f1308",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,3,20,34,"Filmy na początku tygodnia były słabej jakości, a te pod koniec bardzo wysokiej.","2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"f75f6",17,NA,2.13,2.437,2.458,4.349,4.331,6,3,3,20,34,"Pn -  brak
Wt - zła 
Śr - zła
Czw - zła
Pt - bardzo dobra 
Sb - wspaniała","NA,2.130000,2.437000,2.458000,4.349000,4.331000"
"f7c29",17,2.471,2.13,2.437,2.458,4.349,4.331,7,4,2,20,34,NA,"2.471000,2.130000,2.437000,2.458000,4.349000,4.331000"
"f865c",17,NA,2.13,2.437,2.458,4.349,4.331,6,3,3,20,34,NA,"NA,2.130000,2.437000,2.458000,4.349000,4.331000"
"00c2c",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,2,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"023ce",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,2,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"0d293",18,2.984,NA,4.031,4.079,2.054,2.522,6,3,3,19,31,NA,"2.984000,NA,4.031000,4.079000,2.054000,2.522000"
"27e23",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,4,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"3adab",18,2.984,2.121,4.031,4.079,NA,NA,5,2,4,19,31,NA,"2.984000,2.121000,4.031000,4.079000,NA,NA"
"50bf3",18,NA,2.121,4.031,NA,2.054,NA,4,2,1,19,31,NA,"NA,2.121000,4.031000,NA,2.054000,NA"
"54ed7",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,3,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"5542e",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,2,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"559e2",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,3,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"57ea9",18,2.984,2.121,4.031,4.079,NA,2.522,6,3,4,19,31,"Środa i czwartek super reszta dobra","2.984000,2.121000,4.031000,4.079000,NA,2.522000"
"5870e",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,4,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"5aa56",18,2.984,2.121,4.031,4.079,NA,2.522,6,3,3,19,31,NA,"2.984000,2.121000,4.031000,4.079000,NA,2.522000"
"5c3d1",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,3,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"7d03b",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,2,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"88df4",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,2,19,31,"Większość filmów miała złą ostrość może dwa były bardzo dobrej jakości","2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"898c1",18,2.984,2.121,4.031,4.079,NA,NA,5,2,3,19,31,NA,"2.984000,2.121000,4.031000,4.079000,NA,NA"
"8a560",18,2.984,2.121,NA,4.079,2.054,2.522,6,4,2,19,31,NA,"2.984000,2.121000,NA,4.079000,2.054000,2.522000"
"9d7d1",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,4,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"a711f",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,2,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"b7150",18,2.984,2.121,4.031,4.079,NA,2.522,6,3,4,19,31,NA,"2.984000,2.121000,4.031000,4.079000,NA,2.522000"
"bb4ea",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,3,19,31,"Na zmianę jakoś jednego dnia była dobra, a następnego słaba, dlatego ocena po środku.","2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"bb8d0",18,NA,NA,4.031,4.079,2.054,2.522,5,2,4,19,31,NA,"NA,NA,4.031000,4.079000,2.054000,2.522000"
"bd209",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,3,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"c05b7",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,2,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"c42b6",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,3,19,31,"Jakość filmów różna w różne dni","2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"c565b",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,1,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"d45b5",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,2,19,31,NA,"2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"f0ed7",18,NA,2.121,4.031,4.079,2.054,2.522,6,3,2,19,31,NA,"NA,2.121000,4.031000,4.079000,2.054000,2.522000"
"f1308",18,2.984,2.121,NA,4.079,2.054,2.522,6,4,3,19,31,"Filmy wyświetlane w środku tygodnia były dobrej jakości, ale te z początku, jak i końca tygodnia były słabej jakości.","2.984000,2.121000,NA,4.079000,2.054000,2.522000"
"f75f6",18,2.984,2.121,4.031,4.079,2.054,2.522,7,4,1,19,31,"Pn -  zła
Wt- zła
Śr - bardzo dobra
Czw - umiarkowana
Pt - zła
Sb - zła","2.984000,2.121000,4.031000,4.079000,2.054000,2.522000"
"f7c29",18,2.984,NA,NA,4.079,2.054,2.522,5,3,1,19,31,NA,"2.984000,NA,NA,4.079000,2.054000,2.522000"
"00c2c",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,4,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"023ce",19,4.23,NA,2.324,2.711,4.394,NA,5,2,3,21,32,"Jakość filmów codziennie jest inna, czasem jest dobra a czasem słaba, więc ciężko jest to podsumować.","4.230000,NA,2.324000,2.711000,4.394000,NA"
"0d293",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,3,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"27e23",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,4,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"343ab",19,4.23,4.262,2.324,NA,4.394,4.417,6,1,4,21,32,NA,"4.230000,4.262000,2.324000,NA,4.394000,4.417000"
"3adab",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,4,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"40c71",19,4.23,NA,2.324,2.711,4.394,4.417,6,2,4,21,32,NA,"4.230000,NA,2.324000,2.711000,4.394000,4.417000"
"4d5eb",19,4.23,4.262,2.324,NA,4.394,4.417,6,1,2,21,32,NA,"4.230000,4.262000,2.324000,NA,4.394000,4.417000"
"50bf3",19,4.23,4.262,2.324,2.711,4.394,NA,6,2,2,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,NA"
"54ed7",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,2,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"5542e",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,3,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"559e2",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,4,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"57ea9",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,5,21,32,"Środa i czwartek dobra reszta super","4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"5870e",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,2,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"5aa56",19,NA,4.262,2.324,2.711,4.394,NA,5,2,4,21,32,NA,"NA,4.262000,2.324000,2.711000,4.394000,NA"
"7d03b",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,4,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"88df4",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,3,21,32,"Połowa filmów była złej jakości a druga bardzo dobrej stąd wypadkowa ocena umiarkowana jakość","4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"898c1",19,4.23,4.262,NA,2.711,4.394,4.417,6,1,4,21,32,NA,"4.230000,4.262000,NA,2.711000,4.394000,4.417000"
"8a560",19,4.23,4.262,NA,2.711,4.394,4.417,6,1,3,21,32,NA,"4.230000,4.262000,NA,2.711000,4.394000,4.417000"
"9d7d1",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,4,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"a711f",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,3,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"b7150",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,4,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"bb4ea",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,4,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"bb8d0",19,4.23,NA,2.324,NA,4.394,4.417,5,1,4,21,32,NA,"4.230000,NA,2.324000,NA,4.394000,4.417000"
"bd209",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,3,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"c05b7",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,4,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"c42b6",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,3,21,32,"Różna jakość w różne dni. Dużo filmów w zwolnionym tępie.","4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"c565b",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,3,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"d45b5",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,3,21,32,NA,"4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"f0ed7",19,4.23,4.262,2.324,2.711,NA,NA,5,2,2,21,32,NA,"4.230000,4.262000,2.324000,2.711000,NA,NA"
"f1308",19,4.23,4.262,2.324,2.711,NA,4.417,6,2,3,21,32,"W tym tygodniu, jak i w poprzednie, wyświetlane filmy są albo wspaniałej (najwyższej) albo złej (najniższej) jakości. Jeśli dobrze pamiętam, filmy w środku tygodnia były brzydkie, a początkiem i końcem tygodnia były ładne.","4.230000,4.262000,2.324000,2.711000,NA,4.417000"
"f75f6",19,4.23,4.262,2.324,2.711,4.394,4.417,7,2,4,21,32,"Pn -  dobra
Wt- - dobra
Śr - zła
Czw - zła
Pt - dobra 
Sb - dobra","4.230000,4.262000,2.324000,2.711000,4.394000,4.417000"
"00c2c",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,4,19,28,NA,"4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"27e23",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,4,19,28,NA,"4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"343ab",20,4.269,NA,4.354,4.261,NA,NA,4,NA,4,19,28,NA,"4.269000,NA,4.354000,4.261000,NA,NA"
"365cd",20,4.269,4.469,NA,4.261,NA,2.113,5,1,3,19,28,NA,"4.269000,4.469000,NA,4.261000,NA,2.113000"
"3adab",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,4,19,28,"W większości filmiki były bardzo dobrej jakości, ale jeden albo 2 razy były złej jakości","4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"40c71",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,4,19,28,NA,"4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"50bf3",20,NA,4.469,4.354,NA,2.297,NA,4,1,3,19,28,NA,"NA,4.469000,4.354000,NA,2.297000,NA"
"54ed7",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,4,19,28,NA,"4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"5542e",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,3,19,28,NA,"4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"57ea9",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,5,19,28,"Piątek i sobota dobra reszta wspaniała","4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"5870e",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,3,19,28,NA,"4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"5c3d1",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,3,19,28,NA,"4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"7d03b",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,4,19,28,"Poniedziałek-czwartek: dobra jakość 
Piątek-sobota: zła jakość","4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"88df4",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,3,19,28,"Ostatnie dwa filmy bardzo nieostre  ale były też  filmy bardzo dobrej jakości","4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"8a560",20,4.269,4.469,NA,4.261,2.297,2.113,6,2,4,19,28,NA,"4.269000,4.469000,NA,4.261000,2.297000,2.113000"
"8caa8",20,NA,4.469,4.354,4.261,2.297,2.113,6,2,2,19,28,NA,"NA,4.469000,4.354000,4.261000,2.297000,2.113000"
"a711f",20,4.269,4.469,NA,4.261,2.297,2.113,6,2,3,19,28,NA,"4.269000,4.469000,NA,4.261000,2.297000,2.113000"
"b7150",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,3,19,28,NA,"4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"bb4ea",20,4.269,4.469,4.354,4.261,NA,2.113,6,1,4,19,28,"Tylko wczoraj było w jakiejś słabszej jakości.","4.269000,4.469000,4.354000,4.261000,NA,2.113000"
"bd209",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,3,19,28,NA,"4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"c05b7",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,4,19,28,"Do czwartku jakość filmów była wspaniała, a w piątek i sobotę słaba.","4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"c42b6",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,4,19,28,"Większość filmów miała jakość wspaniałą. Jednak był jeden lub dwa o słabej jakości.","4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"c565b",20,4.269,4.469,4.354,NA,2.297,NA,5,1,4,19,28,NA,"4.269000,4.469000,4.354000,NA,2.297000,NA"
"d45b5",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,3,19,28,"Część filmików w bardzo dobrej jakości, część w tragicznej","4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"f0ed7",20,4.269,4.469,4.354,NA,2.297,2.113,6,2,3,19,28,NA,"4.269000,4.469000,4.354000,NA,2.297000,2.113000"
"f1308",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,3,19,28,"Wyświetlane filmy początkiem tygodnia były wspaniałej jakości, a może 2/3 pod koniec tygodnia już były złej jakości","4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"f75f6",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,3,19,28,"Pn -  wspaniała
Wt - dobra
Śr - dobra 
Czw - bardzo dobra 
Pt - zła
SB - zła","4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"f7c29",20,4.269,4.469,4.354,4.261,2.297,2.113,7,2,2,19,28,NA,"4.269000,4.469000,4.354000,4.261000,2.297000,2.113000"
"00c2c",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,2,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"023ce",21,NA,2.128,2.755,2.629,4.028,4.001,6,3,2,17,29,NA,"NA,2.128000,2.755000,2.629000,4.028000,4.001000"
"27e23",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,4,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"3adab",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,5,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"40c71",21,2.581,2.128,NA,2.629,4.028,4.001,6,3,3,17,29,NA,"2.581000,2.128000,NA,2.629000,4.028000,4.001000"
"4d5eb",21,2.581,2.128,2.755,NA,NA,4.001,5,3,3,17,29,NA,"2.581000,2.128000,2.755000,NA,NA,4.001000"
"50bf3",21,2.581,2.128,2.755,NA,NA,4.001,5,3,2,17,29,NA,"2.581000,2.128000,2.755000,NA,NA,4.001000"
"54ed7",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,3,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"559e2",21,2.581,2.128,2.755,2.629,4.028,NA,6,4,3,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,NA"
"57ea9",21,2.581,2.128,2.755,NA,4.028,4.001,6,3,4,17,29,"Piątek i sobota wspaniała reszta dobra","2.581000,2.128000,2.755000,NA,4.028000,4.001000"
"5870e",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,4,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"5aa56",21,NA,NA,NA,2.629,4.028,NA,3,1,3,17,29,NA,"NA,NA,NA,2.629000,4.028000,NA"
"5c3d1",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,4,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"7d03b",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,2,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"88df4",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,2,17,29,"Zdecydowana większość filmów złej jakości tylko ostatnie dwa były wyraźne","2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"898c1",21,2.581,2.128,2.755,2.629,NA,4.001,6,4,5,17,29,NA,"2.581000,2.128000,2.755000,2.629000,NA,4.001000"
"8a560",21,NA,2.128,NA,2.629,4.028,4.001,5,2,3,17,29,NA,"NA,2.128000,NA,2.629000,4.028000,4.001000"
"8caa8",21,2.581,2.128,2.755,NA,4.028,4.001,6,3,4,17,29,NA,"2.581000,2.128000,2.755000,NA,4.028000,4.001000"
"9d7d1",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,5,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"a711f",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,4,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"b7150",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,4,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"bb4ea",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,4,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"bb8d0",21,NA,2.128,NA,2.629,4.028,NA,4,2,4,17,29,NA,"NA,2.128000,NA,2.629000,4.028000,NA"
"bd209",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,4,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"c05b7",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,4,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"c42b6",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,4,17,29,"Ostatnie dwa filmy jakość wspaniała, jednak wcześniej były filmy złej jakości.","2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"d45b5",21,2.581,NA,2.755,2.629,4.028,4.001,6,3,2,17,29,NA,"2.581000,NA,2.755000,2.629000,4.028000,4.001000"
"f1308",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,3,17,29,"Przez większość tygodnia wyświetlane filmy były słabej jakości (prawie najniższej). Jeśli dobrze pamiętam, w piątek była dobra jakość (prawie najwyższa), a w sobotę wspaniała (najwyższa).","2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"f7c29",21,2.581,2.128,2.755,2.629,4.028,4.001,7,4,3,17,29,NA,"2.581000,2.128000,2.755000,2.629000,4.028000,4.001000"
"00c2c",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,1,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"023ce",22,4.236,NA,2.489,2.38,2.37,NA,5,3,2,22,30,NA,"4.236000,NA,2.489000,2.380000,2.370000,NA"
"27e23",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,3,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"343ab",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,5,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"3adab",22,4.236,NA,2.489,2.38,2.37,2.927,6,4,3,22,30,NA,"4.236000,NA,2.489000,2.380000,2.370000,2.927000"
"40c71",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,3,22,30,"Często pojawiają się motywy płynów","4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"50bf3",22,NA,4.282,2.489,NA,2.37,NA,4,2,2,22,30,NA,"NA,4.282000,2.489000,NA,2.370000,NA"
"54ed7",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,2,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"559e2",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,3,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"57ea9",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,4,22,30,"Poniedziałek i wtorek wspaniała reszta dobra","4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"5870e",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,2,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"5c3d1",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,4,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"7d03b",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,2,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"88df4",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,2,22,30,"Może tylko dwa filmiki były dobrej jakości te z początku tygodnia. Natomiast pozostałe były nieostre a obraz rozmazany.","4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"898c1",22,4.236,4.282,2.489,2.38,2.37,NA,6,3,4,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,NA"
"8a560",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,2,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"8caa8",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,2,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"9d7d1",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,4,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"a711f",22,NA,4.282,2.489,2.38,2.37,2.927,6,4,2,22,30,NA,"NA,4.282000,2.489000,2.380000,2.370000,2.927000"
