"external_id","week","mo","tu","we","th","fr","sa","n","n_lowq","q2","n_full","n_obs","q4","week_q"
"b7150",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,2,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"bb4ea",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,2,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"bd209",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,2,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"c05b7",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,2,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"c42b6",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,4,22,30,"Większość filmów miała jakość wyjątkową. Było kilka słabych jakościowo filmów.","4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"c565b",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,3,22,30,NA,"4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"d45b5",22,4.236,4.282,NA,NA,2.37,2.927,5,2,2,22,30,NA,"4.236000,4.282000,NA,NA,2.370000,2.927000"
"f0ed7",22,4.236,4.282,NA,2.38,2.37,2.927,6,3,3,22,30,NA,"4.236000,4.282000,NA,2.380000,2.370000,2.927000"
"f1308",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,3,22,30,"O ile dobrze pamiętam, tylko we wtorek wyświetlany film był w jakości dobrej (tej prawie najwyższej), a przez resztę tygodnia filmy były mieszane - albo w złej, albo słabej jakości.","4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"f75f6",22,4.236,4.282,2.489,2.38,2.37,2.927,7,4,1,22,30,"Pn -  dobra
Wt- bardzo dobra
Śr - zła
Czw - zła
Pt - zła
SB - zła","4.236000,4.282000,2.489000,2.380000,2.370000,2.927000"
"f865c",22,NA,NA,NA,2.38,2.37,2.927,4,3,3,22,30,NA,"NA,NA,NA,2.380000,2.370000,2.927000"
"00c2c",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,3,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"023ce",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,3,22,30,"filmy jednego dnia są bardzo dobrej jakości a drugiego słabej, przez co ocenianie całego tygodnia jest ciężkie","4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"27e23",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,4,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"343ab",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,4,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"3adab",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,5,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"40c71",23,4.027,NA,4.003,4.035,3.032,2.175,6,1,3,22,30,NA,"4.027000,NA,4.003000,4.035000,3.032000,2.175000"
"4d5eb",23,NA,4.031,NA,4.035,3.032,2.175,5,1,3,22,30,NA,"NA,4.031000,NA,4.035000,3.032000,2.175000"
"54ed7",23,4.027,4.031,4.003,4.035,NA,2.175,6,1,4,22,30,NA,"4.027000,4.031000,4.003000,4.035000,NA,2.175000"
"559e2",23,4.027,NA,4.003,4.035,NA,2.175,5,1,3,22,30,NA,"4.027000,NA,4.003000,4.035000,NA,2.175000"
"57ea9",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,5,22,30,"Piątek i sobotę dobra reszta wspaniała","4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"5870e",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,2,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"5c3d1",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,4,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"7d03b",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,4,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"88df4",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,5,22,30,"Tylko jeden filmik był nieco gorszej jakości pozostałe bardzo dobrej","4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"898c1",23,NA,4.031,NA,4.035,NA,2.175,4,1,4,22,30,NA,"NA,4.031000,NA,4.035000,NA,2.175000"
"8a560",23,4.027,4.031,4.003,4.035,3.032,NA,6,NA,4,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,NA"
"8caa8",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,3,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"9d7d1",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,3,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"a711f",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,3,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"b7150",23,4.027,4.031,4.003,4.035,3.032,NA,6,NA,2,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,NA"
"bb4ea",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,4,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"bd209",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,3,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"c05b7",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,3,22,30,"Do czwartku jakość filmów była bardzo dobra, w piątek beznadziejna, a w sobotę słaba.","4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"c42b6",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,3,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"c565b",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,3,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"d45b5",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,4,22,30,"Tylko w dwa ostatnie dni jakoś filmików była słaba. W pozostałe bardzo dobra","4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"f1308",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,3,22,30,"Jakość wyświetlanych filmów przez większość dni w tym tygodniu była wspaniała (najwyższa). Jak dobrze pamiętam, w piątek była zła jakość (najniższa), a w sobotę słaba (prawie najniższa).","4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"f75f6",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,3,22,30,"Pn -  umiarkowana 
Wt - umiarkowana
Śr - umiarkowana
Czw - umiarkowana 
Piątek - zła
Sb - zła","4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"f7c29",23,NA,NA,NA,4.035,3.032,2.175,4,1,3,22,30,NA,"NA,NA,NA,4.035000,3.032000,2.175000"
"f865c",23,4.027,4.031,4.003,4.035,3.032,2.175,7,1,3,22,30,NA,"4.027000,4.031000,4.003000,4.035000,3.032000,2.175000"
"00c2c",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,3,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"023ce",24,NA,2.802,4.185,NA,NA,NA,3,1,3,19,31,"Jakość każdego dnia jest inna","NA,2.802000,4.185000,NA,NA,NA"
"27e23",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,3,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"343ab",24,2.658,2.802,4.185,4.287,2.219,NA,6,3,3,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,NA"
"3adab",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,4,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"40c71",24,2.658,2.802,4.185,NA,2.219,2.121,6,4,2,19,31,NA,"2.658000,2.802000,4.185000,NA,2.219000,2.121000"
"4d5eb",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,2,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"54ed7",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,3,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"559e2",24,NA,NA,4.185,4.287,NA,2.121,4,1,4,19,31,NA,"NA,NA,4.185000,4.287000,NA,2.121000"
"57ea9",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,4,19,31,"Środa i czwartek wspaniała reszta dobra","2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"5870e",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,3,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"5c3d1",24,2.658,2.802,NA,4.287,2.219,2.121,6,4,4,19,31,NA,"2.658000,2.802000,NA,4.287000,2.219000,2.121000"
"7d03b",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,2,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"88df4",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,2,19,31,"Większość filmów złej jakości choć nie wszystkie Dwa filmy miały jakość bardzo dobrą","2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"898c1",24,NA,2.802,4.185,4.287,NA,2.121,5,2,3,19,31,NA,"NA,2.802000,4.185000,4.287000,NA,2.121000"
"8a560",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,2,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"8caa8",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,2,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"9d7d1",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,3,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"a711f",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,3,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"b7150",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,3,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"bb4ea",24,2.658,NA,4.185,4.287,2.219,2.121,6,3,2,19,31,NA,"2.658000,NA,4.185000,4.287000,2.219000,2.121000"
"bb8d0",24,NA,NA,4.185,4.287,NA,2.121,4,1,3,19,31,NA,"NA,NA,4.185000,4.287000,NA,2.121000"
"bd209",24,2.658,2.802,4.185,NA,2.219,2.121,6,4,2,19,31,NA,"2.658000,2.802000,4.185000,NA,2.219000,2.121000"
"c05b7",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,3,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"c42b6",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,4,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"c565b",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,3,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"d45b5",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,3,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"f0ed7",24,2.658,NA,4.185,NA,2.219,2.121,5,3,2,19,31,NA,"2.658000,NA,4.185000,NA,2.219000,2.121000"
"f1308",24,2.658,NA,4.185,4.287,2.219,2.121,6,3,3,19,31,"W tym tygodniu wyświetlane filmy były chyba we wszystkich możliwych jakościach. Nie jestem w stanie powiedzieć w jakie dni były jaka jakość.","2.658000,NA,4.185000,4.287000,2.219000,2.121000"
"f75f6",24,2.658,2.802,4.185,4.287,2.219,2.121,7,4,1,19,31,NA,"2.658000,2.802000,4.185000,4.287000,2.219000,2.121000"
"f7c29",24,2.658,NA,4.185,4.287,2.219,2.121,6,3,2,19,31,NA,"2.658000,NA,4.185000,4.287000,2.219000,2.121000"
"00c2c",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,4,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"023ce",25,NA,2.791,NA,4.236,4.268,4.278,5,1,3,18,32,NA,"NA,2.791000,NA,4.236000,4.268000,4.278000"
"27e23",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,3,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"343ab",25,2.058,2.791,4.31,NA,NA,4.278,5,2,4,18,32,NA,"2.058000,2.791000,4.310000,NA,NA,4.278000"
"3adab",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,4,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"40c71",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,3,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"4d5eb",25,2.058,NA,4.31,4.236,4.268,NA,5,1,4,18,32,NA,"2.058000,NA,4.310000,4.236000,4.268000,NA"
"50bf3",25,2.058,2.791,NA,4.236,4.268,NA,5,2,4,18,32,NA,"2.058000,2.791000,NA,4.236000,4.268000,NA"
"54ed7",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,5,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"559e2",25,NA,2.791,4.31,4.236,4.268,4.278,6,1,4,18,32,NA,"NA,2.791000,4.310000,4.236000,4.268000,4.278000"
"57ea9",25,2.058,2.791,4.31,NA,4.268,4.278,6,2,4,18,32,"Piątek i sobota wspaniała reszta dobra","2.058000,2.791000,4.310000,NA,4.268000,4.278000"
"5870e",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,4,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"5c3d1",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,4,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"7d03b",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,2,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"88df4",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,4,18,32,"Większość filmików bardzo dobrej jakości  Tylko te z początku tygodnia miały złą jakość","2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"898c1",25,2.058,2.791,NA,4.236,4.268,4.278,6,2,3,18,32,NA,"2.058000,2.791000,NA,4.236000,4.268000,4.278000"
"8a560",25,2.058,2.791,4.31,NA,4.268,4.278,6,2,4,18,32,NA,"2.058000,2.791000,4.310000,NA,4.268000,4.278000"
"8caa8",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,3,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"9d7d1",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,4,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"a711f",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,2,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"b7150",25,2.058,2.791,NA,4.236,4.268,4.278,6,2,4,18,32,NA,"2.058000,2.791000,NA,4.236000,4.268000,4.278000"
"bb4ea",25,NA,2.791,4.31,4.236,4.268,4.278,6,1,4,18,32,NA,"NA,2.791000,4.310000,4.236000,4.268000,4.278000"
"bb8d0",25,2.058,NA,NA,4.236,4.268,NA,4,1,3,18,32,NA,"2.058000,NA,NA,4.236000,4.268000,NA"
"bd209",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,4,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"c05b7",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,5,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"c42b6",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,5,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"c565b",25,2.058,NA,4.31,4.236,4.268,4.278,6,1,4,18,32,NA,"2.058000,NA,4.310000,4.236000,4.268000,4.278000"
"d45b5",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,4,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"f0ed7",25,2.058,2.791,4.31,4.236,NA,4.278,6,2,4,18,32,NA,"2.058000,2.791000,4.310000,4.236000,NA,4.278000"
"f1308",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,3,18,32,"Od poniedziałku do piątku jakość wyświetlanych filmów zwiększała się od najniższej do najwyższej. W sobotę również była najwyższa jakość.","2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"f75f6",25,2.058,2.791,4.31,4.236,4.268,4.278,7,2,4,18,32,NA,"2.058000,2.791000,4.310000,4.236000,4.268000,4.278000"
"f7c29",25,NA,2.791,4.31,4.236,4.268,4.278,6,1,4,18,32,NA,"NA,2.791000,4.310000,4.236000,4.268000,4.278000"
